delta,threshold,mean_f1_local,mean_recall_local,mean_precision_local,mean_normal_false_alert_rate_local,mean_onset_valid_detection_rate_local,mean_onset_clean_valid_detection_rate_local,mean_persistent_detection_rate_local,mean_persistent_valid_detection_rate_local,mean_delay_min_onset_local,mean_delay_min_persistent_local,f1_N2,precision_N2,recall_N2,normal_false_alert_rate_N2,onset_valid_detection_rate_N2,onset_clean_valid_detection_rate_N2,persistent_valid_detection_rate_N2,mean_delay_min_onset_N2,f1_N8,precision_N8,recall_N8,normal_false_alert_rate_N8,onset_valid_detection_rate_N8,onset_clean_valid_detection_rate_N8,persistent_valid_detection_rate_N8,mean_delay_min_onset_N8,f1_N9,precision_N9,recall_N9,normal_false_alert_rate_N9,onset_valid_detection_rate_N9,onset_clean_valid_detection_rate_N9,persistent_valid_detection_rate_N9,mean_delay_min_onset_N9,rank_score
0.5,100,0.1849905573125822,0.10648318042813455,0.9799283154121864,0.0,0.5466666666666667,0.5466666666666667,0.13333333333333333,0.12,507.38720538720537,216.66666666666666,0.12101361834166523,1.0,0.06440366972477064,0.0,0.88,0.88,0.0,562.2727272727273,0.10352327098738583,1.0,0.054587155963302755,0.0,0.4,0.4,0.0,611.0,0.33043478260869563,0.9397849462365592,0.20045871559633027,0.0,0.36,0.36,0.36,348.8888888888889,1.5659083571964567
0.1,10,0.4185725068188976,0.43324159021406733,0.4500166346446459,0.9,0.6,0.18666666666666665,0.9733333333333333,0.6,22.066666666666666,619.6,0.5006999533364442,0.6873798846893018,0.39376146788990823,1.0,1.0,0.24,1.0,7.2,0.37502767323444763,0.36243046640992727,0.3885321100917431,0.7,0.4,0.24,0.4,5.0,0.3799898938858009,0.30023955283470855,0.5174311926605505,1.0,0.4,0.08,0.4,54.0,1.4255566939422573
0.05,10,0.41207405129914193,0.43733944954128434,0.43288134916199666,0.9333333333333332,0.6,0.16,0.9733333333333333,0.6,20.533333333333335,587.7333333333333,0.5034932997365709,0.6699177080158488,0.403302752293578,1.0,1.0,0.16,1.0,5.6,0.36532240672848826,0.34472934472934474,0.3885321100917431,0.8,0.4,0.24,0.4,5.0,0.3674064474323668,0.28399699474079637,0.5201834862385321,1.0,0.4,0.08,0.4,51.0,1.2810962051965682
0.025,10,0.40779116959308626,0.43844036697247707,0.4245700683320815,0.9333333333333332,0.6,0.16,0.9733333333333333,0.6,20.533333333333335,586.6666666666666,0.5042093287827076,0.6634730538922156,0.40660550458715594,1.0,1.0,0.16,1.0,5.6,0.3610400682011935,0.3371815286624204,0.3885321100917431,0.8,0.4,0.24,0.4,5.0,0.35812411179535764,0.27305562244160847,0.5201834862385321,1.0,0.4,0.08,0.4,51.0,1.2639646783723453
0.01,10,0.4058161693119889,0.4393577981651376,0.4204564822027776,0.9333333333333332,0.6,0.16,0.9733333333333333,0.6,20.533333333333335,585.6666666666666,0.5049336509016672,0.6611226611226612,0.40844036697247704,1.0,1.0,0.16,1.0,5.6,0.35745937961595275,0.330988667448222,0.3885321100917431,0.8,0.4,0.24,0.4,5.0,0.35505547741834664,0.26925811803744965,0.5211009174311927,1.0,0.4,0.08,0.4,51.0,1.256064677247956
0.0,10,0.4044467174785325,0.4399694189602446,0.4173576388379369,0.9333333333333332,0.6,0.16,0.9733333333333333,0.6,20.400000000000002,583.0,0.5057679258086406,0.6591981132075472,0.41027522935779814,1.0,1.0,0.16,1.0,5.2,0.35439330543933056,0.32576923076923076,0.3885321100917431,0.8,0.4,0.24,0.4,5.0,0.3531789211876263,0.2671055725370327,0.5211009174311927,1.0,0.4,0.08,0.4,51.0,1.2507202032474638
0.2,5,0.423745480913199,0.45883792048929667,0.4318960003712898,0.9666666666666667,0.6,0.13333333333333333,1.0,0.6,23.066666666666666,447.06666666666666,0.532889628397116,0.6737727910238429,0.44073394495412843,1.0,1.0,0.12,1.0,21.2,0.3649665551839465,0.3352534562211982,0.4004587155963303,0.9,0.4,0.2,0.4,0.0,0.3733802591585346,0.2866617538688283,0.5353211009174312,1.0,0.4,0.08,0.4,48.0,1.2052485903194627
0.1,5,0.4095927525910333,0.46461773700305814,0.4037414328992521,0.9666666666666667,0.6,0.12000000000000001,1.0,0.6,16.0,441.4666666666667,0.5350924624202444,0.6515670265999474,0.4539449541284404,1.0,1.0,0.12,1.0,2.0,0.3431488025127601,0.29993136582017843,0.40091743119266054,0.9,0.4,0.16,0.4,0.0,0.3505369928400955,0.2597259062776304,0.5389908256880734,1.0,0.4,0.08,0.4,46.0,1.1290376770308
0.05,5,0.4028837685807929,0.4688990825688073,0.39007231168420126,0.9666666666666667,0.6,0.12000000000000001,1.0,0.6,16.0,422.73333333333335,0.5392324093816631,0.6435114503816793,0.4640366972477064,1.0,1.0,0.12,1.0,2.0,0.32914714151827557,0.2782884310618067,0.40275229357798165,0.9,0.4,0.16,0.4,0.0,0.34027175484244,0.24841705360911778,0.539908256880734,1.0,0.4,0.08,0.4,46.0,1.1022017409898381
0.025,5,0.40069221572997255,0.4713761467889908,0.38494802971898223,0.9666666666666667,0.6,0.09333333333333332,1.0,0.6,15.866666666666667,422.06666666666666,0.5393329804129169,0.6375469336670838,0.4673394495412844,1.0,1.0,0.08,1.0,1.6,0.32599444958371876,0.2731782945736434,0.4041284403669725,0.9,0.4,0.16,0.4,0.0,0.3367492171932821,0.24411886091621957,0.5426605504587156,1.0,0.4,0.04,0.4,46.0,1.040235529586557
0.01,5,0.39851250529691074,0.47238532110091747,0.3806885293515607,0.9666666666666667,0.6,0.09333333333333332,1.0,0.6,15.866666666666667,421.73333333333335,0.5384453338950916,0.6320474777448071,0.4689908256880734,1.0,1.0,0.08,1.0,1.6,0.32319530963722976,0.2690665039658328,0.40458715596330275,0.9,0.4,0.16,0.4,0.0,0.3338968723584108,0.2409516063440423,0.5435779816513762,1.0,0.4,0.04,0.4,46.0,1.0315166878543096
0.0,5,0.3970755098426115,0.4730886850152905,0.3778126225338722,0.9666666666666667,0.6,0.09333333333333332,1.0,0.6,15.866666666666667,421.73333333333335,0.5381871590432228,0.6283684468397844,0.4706422018348624,1.0,1.0,0.08,1.0,1.6,0.3216171917683482,0.2666868015705225,0.405045871559633,0.9,0.4,0.16,0.4,0.0,0.33142217871626345,0.2383826191913096,0.5435779816513762,1.0,0.4,0.04,0.4,46.0,1.0257687060371128
